time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2019;Italy;Energy balance;Exports;Natural gas;;3099816.0;;
2020;Italy;Energy balance;Exports;Natural gas;;3005709.0;;
2021;Italy;Energy balance;Exports;Natural gas;;14701809.0;;
2022;Italy;Energy balance;Exports;Natural gas;;43947922.0;;
2000;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2001;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2002;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2003;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2004;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2005;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2006;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2007;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2008;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2009;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2010;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2011;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2012;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2013;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2014;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2015;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2016;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2017;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2018;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2019;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2020;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2021;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2022;Portugal;Energy balance;Exports;Natural gas;;0.0;;
2000;Germany;Energy balance;Exports;Nuclear heat;;;;
2001;Germany;Energy balance;Exports;Nuclear heat;;;;
2002;Germany;Energy balance;Exports;Nuclear heat;;;;
2003;Germany;Energy balance;Exports;Nuclear heat;;;;
2004;Germany;Energy balance;Exports;Nuclear heat;;;;
2005;Germany;Energy balance;Exports;Nuclear heat;;;;
2006;Germany;Energy balance;Exports;Nuclear heat;;;;
2007;Germany;Energy balance;Exports;Nuclear heat;;;;
2008;Germany;Energy balance;Exports;Nuclear heat;;;;
2009;Germany;Energy balance;Exports;Nuclear heat;;;;
2010;Germany;Energy balance;Exports;Nuclear heat;;;;
2011;Germany;Energy balance;Exports;Nuclear heat;;;;
2012;Germany;Energy balance;Exports;Nuclear heat;;;;
2013;Germany;Energy balance;Exports;Nuclear heat;;;;
2014;Germany;Energy balance;Exports;Nuclear heat;;;;
2015;Germany;Energy balance;Exports;Nuclear heat;;;;
2016;Germany;Energy balance;Exports;Nuclear heat;;;;
2017;Germany;Energy balance;Exports;Nuclear heat;;;;
2018;Germany;Energy balance;Exports;Nuclear heat;;;;
2019;Germany;Energy balance;Exports;Nuclear heat;;;;
2020;Germany;Energy balance;Exports;Nuclear heat;;;;
2021;Germany;Energy balance;Exports;Nuclear heat;;;;
2022;Germany;Energy balance;Exports;Nuclear heat;;;;
2000;Spain;Energy balance;Exports;Nuclear heat;;;;
2001;Spain;Energy balance;Exports;Nuclear heat;;;;
2002;Spain;Energy balance;Exports;Nuclear heat;;;;
2003;Spain;Energy balance;Exports;Nuclear heat;;;;
2004;Spain;Energy balance;Exports;Nuclear heat;;;;
2005;Spain;Energy balance;Exports;Nuclear heat;;;;
2006;Spain;Energy balance;Exports;Nuclear heat;;;;
2007;Spain;Energy balance;Exports;Nuclear heat;;;;
2008;Spain;Energy balance;Exports;Nuclear heat;;;;
2009;Spain;Energy balance;Exports;Nuclear heat;;;;
2010;Spain;Energy balance;Exports;Nuclear heat;;;;
2011;Spain;Energy balance;Exports;Nuclear heat;;;;
2012;Spain;Energy balance;Exports;Nuclear heat;;;;
2013;Spain;Energy balance;Exports;Nuclear heat;;;;
2014;Spain;Energy balance;Exports;Nuclear heat;;;;
2015;Spain;Energy balance;Exports;Nuclear heat;;;;
2016;Spain;Energy balance;Exports;Nuclear heat;;;;
2017;Spain;Energy balance;Exports;Nuclear heat;;;;
2018;Spain;Energy balance;Exports;Nuclear heat;;;;
2019;Spain;Energy balance;Exports;Nuclear heat;;;;
2020;Spain;Energy balance;Exports;Nuclear heat;;;;
2021;Spain;Energy balance;Exports;Nuclear heat;;;;
2022;Spain;Energy balance;Exports;Nuclear heat;;;;
2000;France;Energy balance;Exports;Nuclear heat;;;;
2001;France;Energy balance;Exports;Nuclear heat;;;;
2002;France;Energy balance;Exports;Nuclear heat;;;;
2003;France;Energy balance;Exports;Nuclear heat;;;;
2004;France;Energy balance;Exports;Nuclear heat;;;;
2005;France;Energy balance;Exports;Nuclear heat;;;;
2006;France;Energy balance;Exports;Nuclear heat;;;;
2007;France;Energy balance;Exports;Nuclear heat;;;;
2008;France;Energy balance;Exports;Nuclear heat;;;;
2009;France;Energy balance;Exports;Nuclear heat;;;;
2010;France;Energy balance;Exports;Nuclear heat;;;;
2011;France;Energy balance;Exports;Nuclear heat;;;;
2012;France;Energy balance;Exports;Nuclear heat;;;;
2013;France;Energy balance;Exports;Nuclear heat;;;;
2014;France;Energy balance;Exports;Nuclear heat;;;;
2015;France;Energy balance;Exports;Nuclear heat;;;;
2016;France;Energy balance;Exports;Nuclear heat;;;;
2017;France;Energy balance;Exports;Nuclear heat;;;;
2018;France;Energy balance;Exports;Nuclear heat;;;;
2019;France;Energy balance;Exports;Nuclear heat;;;;
2020;France;Energy balance;Exports;Nuclear heat;;;;
2021;France;Energy balance;Exports;Nuclear heat;;;;
2022;France;Energy balance;Exports;Nuclear heat;;;;
2000;Italy;Energy balance;Exports;Nuclear heat;;;;
2001;Italy;Energy balance;Exports;Nuclear heat;;;;
2002;Italy;Energy balance;Exports;Nuclear heat;;;;
2003;Italy;Energy balance;Exports;Nuclear heat;;;;
2004;Italy;Energy balance;Exports;Nuclear heat;;;;
2005;Italy;Energy balance;Exports;Nuclear heat;;;;
2006;Italy;Energy balance;Exports;Nuclear heat;;;;
2007;Italy;Energy balance;Exports;Nuclear heat;;;;
2008;Italy;Energy balance;Exports;Nuclear heat;;;;
2009;Italy;Energy balance;Exports;Nuclear heat;;;;
2010;Italy;Energy balance;Exports;Nuclear heat;;;;
2011;Italy;Energy balance;Exports;Nuclear heat;;;;
2012;Italy;Energy balance;Exports;Nuclear heat;;;;
2013;Italy;Energy balance;Exports;Nuclear heat;;;;
2014;Italy;Energy balance;Exports;Nuclear heat;;;;
2015;Italy;Energy balance;Exports;Nuclear heat;;;;
2016;Italy;Energy balance;Exports;Nuclear heat;;;;
2017;Italy;Energy balance;Exports;Nuclear heat;;;;
2018;Italy;Energy balance;Exports;Nuclear heat;;;;
2019;Italy;Energy balance;Exports;Nuclear heat;;;;
2020;Italy;Energy balance;Exports;Nuclear heat;;;;
2021;Italy;Energy balance;Exports;Nuclear heat;;;;
2022;Italy;Energy balance;Exports;Nuclear heat;;;;
2000;Portugal;Energy balance;Exports;Nuclear heat;;;;
2001;Portugal;Energy balance;Exports;Nuclear heat;;;;
2002;Portugal;Energy balance;Exports;Nuclear heat;;;;
2003;Portugal;Energy balance;Exports;Nuclear heat;;;;
2004;Portugal;Energy balance;Exports;Nuclear heat;;;;
2005;Portugal;Energy balance;Exports;Nuclear heat;;;;
2006;Portugal;Energy balance;Exports;Nuclear heat;;;;
2007;Portugal;Energy balance;Exports;Nuclear heat;;;;
2008;Portugal;Energy balance;Exports;Nuclear heat;;;;
2009;Portugal;Energy balance;Exports;Nuclear heat;;;;
2010;Portugal;Energy balance;Exports;Nuclear heat;;;;
2011;Portugal;Energy balance;Exports;Nuclear heat;;;;
2012;Portugal;Energy balance;Exports;Nuclear heat;;;;
2013;Portugal;Energy balance;Exports;Nuclear heat;;;;
2014;Portugal;Energy balance;Exports;Nuclear heat;;;;
2015;Portugal;Energy balance;Exports;Nuclear heat;;;;
2016;Portugal;Energy balance;Exports;Nuclear heat;;;;
2017;Portugal;Energy balance;Exports;Nuclear heat;;;;
2018;Portugal;Energy balance;Exports;Nuclear heat;;;;
2019;Portugal;Energy balance;Exports;Nuclear heat;;;;
2020;Portugal;Energy balance;Exports;Nuclear heat;;;;
2021;Portugal;Energy balance;Exports;Nuclear heat;;;;
2022;Portugal;Energy balance;Exports;Nuclear heat;;;;
2000;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;257165611.0;;
2001;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;229857250.0;;
2002;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;234398472.0;;
2003;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;227711410.0;;
2004;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;291904669.0;;
2005;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;316494374.0;;
2006;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;326213211.0;;
2007;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;337475997.0;;
2008;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;299306827.0;;
2009;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;261356773.0;;
2010;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;216241453.0;;
2011;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;213336366.0;;
2012;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;218810910.0;;
2013;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;233728048.0;;
2014;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;247418122.0;;
2015;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;260132305.0;;
2016;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;264329703.0;;
2017;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;270515086.0;;
2018;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;259902659.0;;
2019;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;253375093.0;;
2020;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;256374647.0;;
2021;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;293933798.0;;
2022;Germany;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;317835815.0;;
2000;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;87567694.0;;
2001;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;74243944.0;;
2002;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;71299389.0;;
2003;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;81052389.0;;
2004;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;94558667.0;;
2005;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;98157417.0;;
2006;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;116148333.0;;
2007;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;125164889.0;;
2008;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;120222194.0;;
2009;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;129886972.0;;
2010;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;135120222.0;;
2011;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;152352056.0;;
2012;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;227392306.0;;
2013;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;256232917.0;;
2014;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;248181361.0;;
2015;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;267051111.0;;
2016;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;288186167.0;;
2017;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;318207806.0;;
2018;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;294744139.0;;
2019;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;282623472.0;;
2020;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;272581132.0;;
2021;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;266167238.0;;
2022;Spain;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;242305623.0;;
2000;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;265848750.0;;
2001;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;233226167.0;;
2002;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;226364167.0;;
2003;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;264065816.0;;
2004;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;280469285.0;;
2005;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;320834852.0;;
2006;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;324859621.0;;
2007;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;306017544.0;;
2008;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;361629872.0;;
2009;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;297954689.0;;
2010;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;269163448.0;;
2011;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;250932115.0;;
2012;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;232725970.0;;
2013;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;223599469.0;;
2014;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;225099670.0;;
2015;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;248974878.0;;
2016;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;242837196.0;;
2017;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;240119104.0;;
2018;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;235872019.0;;
2019;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;203806463.0;;
2020;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;149941322.0;;
2021;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;147921180.0;;
2022;France;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;161271843.0;;
2000;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;253159443.0;;
2001;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;263910297.0;;
2002;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;253532928.0;;
2003;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;280638497.0;;
2004;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;300885383.0;;
2005;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;345383433.0;;
2006;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;327530378.0;;
2007;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;368930283.0;;
2008;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;344818472.0;;
2009;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;314973333.0;;
2010;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;349953017.0;;
2011;Italy;Energy balance;Exports;Oil and petroleum products (excluding biofuel portion);;319730928.0;;
